"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"41","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","45","Missing ApexDoc comment","Documentation","ApexDoc"
"42","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","48","Missing ApexDoc comment","Documentation","ApexDoc"
"43","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","49","Missing ApexDoc comment","Documentation","ApexDoc"
"44","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","50","Missing ApexDoc comment","Documentation","ApexDoc"
"45","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","51","Missing ApexDoc comment","Documentation","ApexDoc"
"46","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","58","Missing ApexDoc comment","Documentation","ApexDoc"
"47","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","84","Missing ApexDoc comment","Documentation","ApexDoc"
"48","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","90","Missing ApexDoc comment","Documentation","ApexDoc"
"49","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","97","Missing ApexDoc comment","Documentation","ApexDoc"
"50","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","131","Missing ApexDoc comment","Documentation","ApexDoc"
"51","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","131","The method 'updateJobsData()' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"52","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","134","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"53","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","151","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"54","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","164","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"55","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","191","Missing ApexDoc comment","Documentation","ApexDoc"
"56","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","196","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"57","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","197","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"58","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","198","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"59","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","199","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"60","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","200","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"61","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","201","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"62","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","202","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"63","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","219","Missing ApexDoc comment","Documentation","ApexDoc"
"64","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","220","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"65","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","242","Missing ApexDoc comment","Documentation","ApexDoc"
"66","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","254","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"67","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","263","Missing ApexDoc comment","Documentation","ApexDoc"
"68","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","269","Missing ApexDoc comment","Documentation","ApexDoc"
"69","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","284","Missing ApexDoc comment","Documentation","ApexDoc"
"70","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","298","Missing ApexDoc comment","Documentation","ApexDoc"
"71","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","302","Missing ApexDoc comment","Documentation","ApexDoc"
"72","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","311","Missing ApexDoc comment","Documentation","ApexDoc"
"73","","/private/tmp/deployment/unpackaged/classes/DataManager_controller.cls","3","316","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"1","","/private/tmp/deployment/unpackaged/classes/ERDCreatorCtrl.cls","3","1","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","/private/tmp/deployment/unpackaged/classes/ERDCreatorCtrl.cls","3","3","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","/private/tmp/deployment/unpackaged/classes/ERDCreatorCtrl.cls","3","4","Missing ApexDoc comment","Documentation","ApexDoc"
"4","","/private/tmp/deployment/unpackaged/classes/ERDCreatorCtrl.cls","3","5","Missing ApexDoc comment","Documentation","ApexDoc"
"5","","/private/tmp/deployment/unpackaged/classes/ERDCreatorCtrl.cls","3","8","Missing ApexDoc comment","Documentation","ApexDoc"
"6","","/private/tmp/deployment/unpackaged/classes/ERDCreatorCtrl.cls","3","17","Missing ApexDoc comment","Documentation","ApexDoc"
"7","","/private/tmp/deployment/unpackaged/classes/ERDCreatorCtrl.cls","3","20","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"8","","/private/tmp/deployment/unpackaged/classes/ERDCreatorCtrl.cls","3","31","Missing ApexDoc comment","Documentation","ApexDoc"
"9","","/private/tmp/deployment/unpackaged/classes/ERDCreatorCtrl.cls","3","35","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"10","","/private/tmp/deployment/unpackaged/classes/ERDCreatorCtrl.cls","3","45","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","/private/tmp/deployment/unpackaged/classes/ForgotPasswordController.cls","3","4","Missing ApexDoc @description","Documentation","ApexDoc"
"2","","/private/tmp/deployment/unpackaged/classes/ForgotPasswordController.cls","3","5","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","/private/tmp/deployment/unpackaged/classes/ForgotPasswordController.cls","3","7","Avoid empty block statements.","Error Prone","EmptyStatementBlock"
"4","","/private/tmp/deployment/unpackaged/classes/ForgotPasswordController.cls","3","7","Missing ApexDoc comment","Documentation","ApexDoc"
"5","","/private/tmp/deployment/unpackaged/classes/ForgotPasswordController.cls","3","9","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","/private/tmp/deployment/unpackaged/classes/ForgotPasswordControllerTest.cls","3","4","Missing ApexDoc @description","Documentation","ApexDoc"
"2","","/private/tmp/deployment/unpackaged/classes/ForgotPasswordControllerTest.cls","3","5","@isTest(seeAllData=true) should not be used in Apex unit tests because it opens up the existing database data for unexpected modification by tests","Best Practices","ApexUnitTestShouldNotUseSeeAllDataTrue"
"1","","/private/tmp/deployment/unpackaged/classes/Fruit.cls","3","1","Avoid using global modifier","Best Practices","AvoidGlobalModifier"
"2","","/private/tmp/deployment/unpackaged/classes/Fruit.cls","3","1","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","/private/tmp/deployment/unpackaged/classes/Fruit.cls","3","6","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","/private/tmp/deployment/unpackaged/classes/FuritsInv.cls","3","3","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","/private/tmp/deployment/unpackaged/classes/FuritsInv.cls","3","6","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","/private/tmp/deployment/unpackaged/classes/FuritsInv.cls","3","13","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"4","","/private/tmp/deployment/unpackaged/classes/FuritsInv.cls","3","21","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"5","","/private/tmp/deployment/unpackaged/classes/FuritsInv.cls","3","43","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"6","","/private/tmp/deployment/unpackaged/classes/FuritsInv.cls","3","51","Missing ApexDoc comment","Documentation","ApexDoc"
"7","","/private/tmp/deployment/unpackaged/classes/FuritsInv.cls","3","57","Missing ApexDoc comment","Documentation","ApexDoc"
"8","","/private/tmp/deployment/unpackaged/classes/FuritsInv.cls","3","65","Missing ApexDoc comment","Documentation","ApexDoc"
"9","","/private/tmp/deployment/unpackaged/classes/FuritsInv.cls","3","70","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","/private/tmp/deployment/unpackaged/classes/FuritsManger.cls","3","3","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","/private/tmp/deployment/unpackaged/classes/FuritsManger.cls","3","6","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","/private/tmp/deployment/unpackaged/classes/FuritsManger.cls","3","34","Missing ApexDoc comment","Documentation","ApexDoc"
"4","","/private/tmp/deployment/unpackaged/classes/FuritsManger.cls","3","40","Missing ApexDoc comment","Documentation","ApexDoc"
"5","","/private/tmp/deployment/unpackaged/classes/FuritsManger.cls","3","48","Missing ApexDoc comment","Documentation","ApexDoc"
"6","","/private/tmp/deployment/unpackaged/classes/FuritsManger.cls","3","53","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","/private/tmp/deployment/unpackaged/classes/GanttChartCtrl.cls","3","1","Apex classes should declare a sharing model if DML or SOQL is used","Security","ApexSharingViolations"
"2","","/private/tmp/deployment/unpackaged/classes/GanttChartCtrl.cls","3","1","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","/private/tmp/deployment/unpackaged/classes/GanttChartCtrl.cls","3","2","Missing ApexDoc comment","Documentation","ApexDoc"
"4","","/private/tmp/deployment/unpackaged/classes/GanttChartCtrl.cls","3","2","The instance property name 'Name' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","PropertyNamingConventions"
"5","","/private/tmp/deployment/unpackaged/classes/GanttChartCtrl.cls","3","3","Missing ApexDoc comment","Documentation","ApexDoc"
"6","","/private/tmp/deployment/unpackaged/classes/GanttChartCtrl.cls","3","3","The instance property name 'SDate' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","PropertyNamingConventions"
"7","","/private/tmp/deployment/unpackaged/classes/GanttChartCtrl.cls","3","4","Missing ApexDoc comment","Documentation","ApexDoc"
"8","","/private/tmp/deployment/unpackaged/classes/GanttChartCtrl.cls","3","4","The instance property name 'EDate' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","PropertyNamingConventions"
"9","","/private/tmp/deployment/unpackaged/classes/GanttChartCtrl.cls","3","5","Missing ApexDoc comment","Documentation","ApexDoc"
"10","","/private/tmp/deployment/unpackaged/classes/GanttChartCtrl.cls","3","5","The instance property name 'Duration' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","PropertyNamingConventions"
"11","","/private/tmp/deployment/unpackaged/classes/GanttChartCtrl.cls","3","7","Missing ApexDoc comment","Documentation","ApexDoc"
"12","","/private/tmp/deployment/unpackaged/classes/GanttChartCtrl.cls","3","19","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"1","","/private/tmp/deployment/unpackaged/classes/GanttData.cls","3","1","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","/private/tmp/deployment/unpackaged/classes/GanttData.cls","3","4","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","/private/tmp/deployment/unpackaged/classes/GanttData.cls","3","7","The local variable name 'Tasks' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"4","","/private/tmp/deployment/unpackaged/classes/GanttData.cls","3","8","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"5","","/private/tmp/deployment/unpackaged/classes/GanttData.cls","3","10","The local variable name 'Links' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"6","","/private/tmp/deployment/unpackaged/classes/GanttData.cls","3","11","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"1","","/private/tmp/deployment/unpackaged/classes/GeocodingService.cls","3","1","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","/private/tmp/deployment/unpackaged/classes/GeocodingService.cls","3","1","The class 'GeocodingService' has a Standard Cyclomatic Complexity of 10 (Highest = 9).","Design","StdCyclomaticComplexity"
"3","","/private/tmp/deployment/unpackaged/classes/GeocodingService.cls","3","5","Missing ApexDoc comment","Documentation","ApexDoc"
"4","","/private/tmp/deployment/unpackaged/classes/GeocodingService.cls","3","53","Missing ApexDoc comment","Documentation","ApexDoc"
"5","","/private/tmp/deployment/unpackaged/classes/GeocodingService.cls","3","66","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","/private/tmp/deployment/unpackaged/classes/GeocodingServiceTest.cls","3","109","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","/private/tmp/deployment/unpackaged/classes/GeocodingServiceTest.cls","3","110","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","/private/tmp/deployment/unpackaged/classes/GeocodingServiceTest.cls","3","119","Missing ApexDoc comment","Documentation","ApexDoc"
"4","","/private/tmp/deployment/unpackaged/classes/GeocodingServiceTest.cls","3","120","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","/private/tmp/deployment/unpackaged/classes/HelloMango.cls","3","1","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","/private/tmp/deployment/unpackaged/classes/HelloMango.cls","3","2","Avoid empty block statements.","Error Prone","EmptyStatementBlock"
"3","","/private/tmp/deployment/unpackaged/classes/HelloMango.cls","3","2","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","/private/tmp/deployment/unpackaged/classes/HelloPeach.cls","3","1","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","/private/tmp/deployment/unpackaged/classes/HelloPeach.cls","3","2","Avoid empty block statements.","Error Prone","EmptyStatementBlock"
"3","","/private/tmp/deployment/unpackaged/classes/HelloPeach.cls","3","2","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","/private/tmp/deployment/unpackaged/classes/HelloPear.cls","3","1","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","/private/tmp/deployment/unpackaged/classes/HelloPear.cls","3","2","Avoid empty block statements.","Error Prone","EmptyStatementBlock"
"3","","/private/tmp/deployment/unpackaged/classes/HelloPear.cls","3","2","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","/private/tmp/deployment/unpackaged/classes/IdeaController.cls","3","1","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","/private/tmp/deployment/unpackaged/classes/IdeaController.cls","3","4","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","/private/tmp/deployment/unpackaged/classes/IdeaController.cls","3","5","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"1","","/private/tmp/deployment/unpackaged/classes/IdeaCtrl.cls","3","1","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","/private/tmp/deployment/unpackaged/classes/IdeaCtrl.cls","3","5","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","/private/tmp/deployment/unpackaged/classes/IdeaCtrl.cls","3","18","Apex classes should escape variables merged in DML query","Security","ApexSOQLInjection"
"4","","/private/tmp/deployment/unpackaged/classes/IdeaCtrl.cls","3","28","Missing ApexDoc comment","Documentation","ApexDoc"
"5","","/private/tmp/deployment/unpackaged/classes/IdeaCtrl.cls","3","32","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"6","","/private/tmp/deployment/unpackaged/classes/IdeaCtrl.cls","3","53","Missing ApexDoc comment","Documentation","ApexDoc"
"7","","/private/tmp/deployment/unpackaged/classes/IdeaCtrl.cls","3","61","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"8","","/private/tmp/deployment/unpackaged/classes/IdeaCtrl.cls","3","64","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"9","","/private/tmp/deployment/unpackaged/classes/IdeaCtrl.cls","3","70","Missing ApexDoc comment","Documentation","ApexDoc"
"10","","/private/tmp/deployment/unpackaged/classes/IdeaCtrl.cls","3","77","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"11","","/private/tmp/deployment/unpackaged/classes/IdeaCtrl.cls","3","80","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"1","","/private/tmp/deployment/unpackaged/classes/Jdt.cls","3","1","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","/private/tmp/deployment/unpackaged/classes/Jdt.cls","3","6","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","/private/tmp/deployment/unpackaged/classes/Jdt.cls","3","7","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"1","","/private/tmp/deployment/unpackaged/classes/LightningForgotPasswordController.cls","3","1","Avoid using global modifier","Best Practices","AvoidGlobalModifier"
"2","","/private/tmp/deployment/unpackaged/classes/LightningForgotPasswordController.cls","3","1","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","/private/tmp/deployment/unpackaged/classes/LightningForgotPasswordController.cls","3","3","Avoid empty block statements.","Error Prone","EmptyStatementBlock"
"4","","/private/tmp/deployment/unpackaged/classes/LightningForgotPasswordController.cls","3","3","Missing ApexDoc comment","Documentation","ApexDoc"
"5","","/private/tmp/deployment/unpackaged/classes/LightningForgotPasswordController.cls","3","8","Missing ApexDoc comment","Documentation","ApexDoc"
"6","","/private/tmp/deployment/unpackaged/classes/LightningForgotPasswordController.cls","3","11","Apex classes should safely redirect to a known location","Security","ApexOpenRedirect"
"7","","/private/tmp/deployment/unpackaged/classes/LightningForgotPasswordController.cls","3","24","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","/private/tmp/deployment/unpackaged/classes/LightningForgotPasswordControllerTest.cls","3","2","@isTest(seeAllData=true) should not be used in Apex unit tests because it opens up the existing database data for unexpected modification by tests","Best Practices","ApexUnitTestShouldNotUseSeeAllDataTrue"
"2","","/private/tmp/deployment/unpackaged/classes/LightningForgotPasswordControllerTest.cls","3","21","Method name does not begin with a lower case character.","Code Style","MethodNamingConventions"
"1","","/private/tmp/deployment/unpackaged/classes/LightningLoginFormController.cls","3","1","Avoid using global modifier","Best Practices","AvoidGlobalModifier"
"2","","/private/tmp/deployment/unpackaged/classes/LightningLoginFormController.cls","3","1","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","/private/tmp/deployment/unpackaged/classes/LightningLoginFormController.cls","3","3","Avoid empty block statements.","Error Prone","EmptyStatementBlock"
"4","","/private/tmp/deployment/unpackaged/classes/LightningLoginFormController.cls","3","3","Missing ApexDoc comment","Documentation","ApexDoc"
"5","","/private/tmp/deployment/unpackaged/classes/LightningLoginFormController.cls","3","8","Missing ApexDoc comment","Documentation","ApexDoc"
"6","","/private/tmp/deployment/unpackaged/classes/LightningLoginFormController.cls","3","20","Missing ApexDoc comment","Documentation","ApexDoc"
"7","","/private/tmp/deployment/unpackaged/classes/LightningLoginFormController.cls","3","26","Missing ApexDoc comment","Documentation","ApexDoc"
"8","","/private/tmp/deployment/unpackaged/classes/LightningLoginFormController.cls","3","32","Missing ApexDoc comment","Documentation","ApexDoc"
"9","","/private/tmp/deployment/unpackaged/classes/LightningLoginFormController.cls","3","41","Missing ApexDoc comment","Documentation","ApexDoc"
"10","","/private/tmp/deployment/unpackaged/classes/LightningLoginFormController.cls","3","54","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","/private/tmp/deployment/unpackaged/classes/LightningLoginFormControllerTest.cls","3","2","@isTest(seeAllData=true) should not be used in Apex unit tests because it opens up the existing database data for unexpected modification by tests","Best Practices","ApexUnitTestShouldNotUseSeeAllDataTrue"
"2","","/private/tmp/deployment/unpackaged/classes/LightningLoginFormControllerTest.cls","3","10","Method name does not begin with a lower case character.","Code Style","MethodNamingConventions"
"1","","/private/tmp/deployment/unpackaged/classes/LightningSelfRegisterController.cls","3","1","Apex classes should declare a sharing model if DML or SOQL is used","Security","ApexSharingViolations"
"2","","/private/tmp/deployment/unpackaged/classes/LightningSelfRegisterController.cls","3","1","Avoid using global modifier","Best Practices","AvoidGlobalModifier"
"3","","/private/tmp/deployment/unpackaged/classes/LightningSelfRegisterController.cls","3","1","Missing ApexDoc comment","Documentation","ApexDoc"
"4","","/private/tmp/deployment/unpackaged/classes/LightningSelfRegisterController.cls","3","1","The class 'LightningSelfRegisterController' has a Standard Cyclomatic Complexity of 4 (Highest = 15).","Design","StdCyclomaticComplexity"
"5","","/private/tmp/deployment/unpackaged/classes/LightningSelfRegisterController.cls","3","3","Avoid empty block statements.","Error Prone","EmptyStatementBlock"
"6","","/private/tmp/deployment/unpackaged/classes/LightningSelfRegisterController.cls","3","3","Missing ApexDoc comment","Documentation","ApexDoc"
"7","","/private/tmp/deployment/unpackaged/classes/LightningSelfRegisterController.cls","3","27","Avoid long parameter lists","Design","ExcessiveParameterList"
"8","","/private/tmp/deployment/unpackaged/classes/LightningSelfRegisterController.cls","3","27","Missing ApexDoc comment","Documentation","ApexDoc"
"9","","/private/tmp/deployment/unpackaged/classes/LightningSelfRegisterController.cls","3","27","The method 'selfRegister' has a Standard Cyclomatic Complexity of 15.","Design","StdCyclomaticComplexity"
"10","","/private/tmp/deployment/unpackaged/classes/LightningSelfRegisterController.cls","3","27","The method 'selfRegister(String, String, String, String, String, String, String, String, String, Boolean)' has a cyclomatic complexity of 20.","Design","CyclomaticComplexity"
"11","","/private/tmp/deployment/unpackaged/classes/LightningSelfRegisterController.cls","3","27","The method selfRegister() has an NCSS line count of 68","Design","NcssMethodCount"
"12","","/private/tmp/deployment/unpackaged/classes/LightningSelfRegisterController.cls","3","91","Apex classes should safely redirect to a known location","Security","ApexOpenRedirect"
"13","","/private/tmp/deployment/unpackaged/classes/LightningSelfRegisterController.cls","3","107","Missing ApexDoc comment","Documentation","ApexDoc"
"14","","/private/tmp/deployment/unpackaged/classes/LightningSelfRegisterController.cls","3","126","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","/private/tmp/deployment/unpackaged/classes/LightningSelfRegisterControllerTest.cls","3","2","@isTest(seeAllData=true) should not be used in Apex unit tests because it opens up the existing database data for unexpected modification by tests","Best Practices","ApexUnitTestShouldNotUseSeeAllDataTrue"
"2","","/private/tmp/deployment/unpackaged/classes/LightningSelfRegisterControllerTest.cls","3","74","Method name does not begin with a lower case character.","Code Style","MethodNamingConventions"
"1","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","31","Avoid really long classes (lines of code)","Design","ExcessiveClassLength"
"2","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","31","Missing ApexDoc @description","Documentation","ApexDoc"
"3","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","31","This class has too many public methods and attributes","Design","ExcessivePublicCount"
"4","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","32","Class names should begin with an uppercase character","Code Style","ClassNamingConventions"
"5","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","32","Missing ApexDoc comment","Documentation","ApexDoc"
"6","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","34","The instance field name 'result_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"7","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","35","The instance field name 'apex_schema_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"8","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","36","The instance field name 'field_order_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"9","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","38","Missing ApexDoc comment","Documentation","ApexDoc"
"10","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","42","The instance field name 'field_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"11","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","43","The instance field name 'formula_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"12","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","44","The instance field name 'literalValue_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"13","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","45","The instance field name 'apex_schema_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"14","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","46","The instance field name 'field_order_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"15","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","48","Missing ApexDoc comment","Documentation","ApexDoc"
"16","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","48","Too many fields","Design","TooManyFields"
"17","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","59","The instance field name 'actions_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"18","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","60","The instance field name 'active_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"19","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","61","The instance field name 'booleanFilter_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"20","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","62","The instance field name 'criteriaItems_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"21","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","63","The instance field name 'description_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"22","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","64","The instance field name 'formula_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"23","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","65","The instance field name 'triggerType_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"24","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","66","The instance field name 'workflowTimeTriggers_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"25","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","67","The instance field name 'apex_schema_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"26","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","68","The instance field name 'type_att_info' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"27","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","69","The instance field name 'fullName_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"28","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","70","The instance field name 'field_order_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"29","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","72","Missing ApexDoc comment","Documentation","ApexDoc"
"30","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","79","The instance field name 'accountAccessLevel_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"31","","/private/tmp/deployment/unpackaged/classes/MetadataService.cls","3","80","The instance field name 'caseAccessLevel_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
